Price,MethodOfSale,PropertyType,DistanceFromCBD,Rooms,Bathroom,Car,Landsize,Latitude,Longtitude,Suburb,Date,StreetName
1115000.0,1,1,3.8,2,1,0,120.0,-37.8322,144.947,Port Melbourne,12/11/2016,Heath St
1753000.0,1,1,3.8,3,2,1,225.0,-37.8381,144.9329,Port Melbourne,12/11/2016,Swallow St
825000.0,1,1,3.8,2,1,0,111.0,-37.835,144.9373,Port Melbourne,14/05/2016,Alfred St
820000.0,6,2,3.8,2,2,2,2166.0,-37.8415,144.9412,Port Melbourne,14/05/2016,Dow St
900000.0,2,1,3.8,2,1,0,124.0,-37.8356,144.9439,Port Melbourne,14/05/2016,Heath St
2350000.0,1,1,3.8,5,1,2,350.0,-37.8407,144.9424,Port Melbourne,15/10/2016,Dow St
1565000.0,1,3,3.8,3,1,2,188.0,-37.8371,144.9478,Port Melbourne,16/04/2016,Cruikshank St
1670000.0,1,1,3.8,3,2,1,140.0,-37.8353,144.9442,Port Melbourne,16/04/2016,Heath St
1402000.0,1,1,3.8,3,1,0,108.0,-37.8332,144.945,Port Melbourne,16/07/2016,Station St
1570000.0,1,1,3.8,3,2,1,210.0,-37.8382,144.9272,Port Melbourne,17/09/2016,The Cove
1515000.0,1,1,3.8,3,2,0,211.0,-37.8347,144.9368,Port Melbourne,18/03/2017,Albert St
1155000.0,1,1,3.8,2,1,0,112.0,-37.8329,144.9455,Port Melbourne,18/03/2017,Station St
1150000.0,1,1,3.8,2,1,0,82.0,-37.8361,144.9403,Port Melbourne,18/03/2017,Station St
875000.0,1,1,3.8,2,1,1,95.0,-37.8381,144.9465,Port Melbourne,18/06/2016,Bridge St
625000.0,3,2,3.8,2,2,1,2166.0,-37.8415,144.9412,Port Melbourne,18/06/2016,Dow St
1384000.0,1,1,3.8,3,1,0,184.0,-37.8348,144.9443,Port Melbourne,18/06/2016,Nott St
1130000.0,1,1,3.8,2,1,0,112.0,-37.8404,144.9422,Port Melbourne,22/05/2016,Dow St
1305000.0,1,1,3.8,3,2,2,303.0,-37.8369,144.9183,Port Melbourne,22/05/2016,Dunstan Pde
1130000.0,3,1,3.8,2,1,1,159.0,-37.8356,144.9436,Port Melbourne,22/05/2016,Nott St
1100000.0,1,1,3.8,3,1,0,103.0,-37.8342,144.9456,Port Melbourne,22/08/2016,Raglan St
1010000.0,1,1,3.8,2,1,1,139.0,-37.8342,144.9393,Port Melbourne,24/09/2016,Farrell St
790000.0,3,1,3.8,2,1,1,108.0,-37.8329,144.9463,Port Melbourne,24/09/2016,Ingles St
1400000.0,1,1,3.8,2,1,1,168.0,-37.8346,144.9453,Port Melbourne,25/02/2017,Heath St
1655000.0,1,1,3.8,3,1,1,220.0,-37.8329,144.942,Port Melbourne,25/02/2017,Ross St
600000.0,1,2,3.8,1,1,1,6866.0,-37.8443,144.9437,Port Melbourne,25/02/2017,Rouse St
1014000.0,1,1,3.8,1,1,0,151.0,-37.835,144.9444,Port Melbourne,26/07/2016,Heath St
1351000.0,1,1,3.8,3,1,0,197.0,-37.8343,144.9362,Port Melbourne,27/06/2016,Clark St
2460000.0,1,2,3.8,3,2,2,5042.0,-37.8405,144.9319,Port Melbourne,27/11/2016,Beach St
3705000.0,1,1,3.8,3,2,2,214.0,-37.8341,144.9458,Port Melbourne,27/11/2016,Heath St
1180000.0,1,1,3.8,2,1,1,347.0,-37.8366,144.9225,Port Melbourne,27/11/2016,Howe Pde
1350000.0,1,1,3.8,3,1,1,114.0,-37.8371,144.939,Port Melbourne,27/11/2016,Princes St
2100000.0,1,1,3.8,3,2,1,170.0,-37.835,144.943,Port Melbourne,27/11/2016,Princes St
2160000.0,1,1,3.8,4,3,2,232.0,-37.8392,144.9378,Port Melbourne,28/05/2016,Stokes St
1080000.0,1,1,3.8,3,1,2,116.0,-37.8401,144.943,Port Melbourne,30/07/2016,Dow St
1405000.0,2,1,3.8,3,2,1,158.0,-37.835,144.9442,Port Melbourne,30/07/2016,Nott St
950000.0,3,1,4.5,2,1,1,88.0,-37.8503,144.9913,Prahran,3/09/2016,Percy St
492000.0,1,2,4.5,1,1,1,1768.0,-37.851,144.988,Prahran,4/03/2017,High St
1240000.0,1,1,4.5,3,1,0,223.0,-37.8527,145.0088,Prahran,4/03/2017,Wynnstay Rd
1430000.0,1,1,4.5,3,1,0,135.0,-37.8495,144.9885,Prahran,6/08/2016,Doon St
1245000.0,3,3,4.5,3,2,1,128.0,-37.8526,145.0071,Prahran,6/08/2016,Park Rd
830000.0,1,2,4.5,2,1,1,727.0,-37.8503,144.9855,Prahran,7/05/2016,Alfred St
1182500.0,1,1,4.5,2,1,0,141.0,-37.852,145.0061,Prahran,7/05/2016,Pridham St
1303000.0,1,1,4.5,2,1,0,288.0,-37.8512,145.0053,Prahran,7/05/2016,Wrights Tce
1210000.0,1,1,4.5,2,1,0,218.0,-37.8561,145.0042,Prahran,7/11/2016,Packington St
482500.0,2,2,4.5,1,1,1,443.0,-37.8493,145.0006,Prahran,8/10/2016,Clarke St
1730000.0,1,1,4.5,3,2,1,210.0,-37.851,145.0051,Prahran,8/10/2016,Wrights Tce
1090000.0,3,1,4.5,2,1,1,158.0,-37.8531,145.0063,Prahran,10/09/2016,Chatsworth Rd
1358000.0,1,1,4.5,3,1,1,189.0,-37.8561,145.0056,Prahran,10/09/2016,Chomley St
1650000.0,1,1,4.5,3,3,1,209.0,-37.8467,144.9897,Prahran,10/12/2016,Charles St
1590000.0,1,1,4.5,2,1,2,308.0,-37.8492,145.0019,Prahran,10/12/2016,Clarke St
590000.0,3,2,4.5,2,1,1,356.0,-37.8509,144.9954,Prahran,10/12/2016,Clifton St
1055000.0,1,1,4.5,2,1,0,203.0,-37.8557,145.0053,Prahran,10/12/2016,Packington Pl
1100000.0,3,1,4.5,3,1,1,111.0,-37.8525,145.0071,Prahran,14/05/2016,Park Rd
1200000.0,1,1,4.5,2,3,1,91.0,-37.853,145.0069,Prahran,15/10/2016,Mcmicken La
1651000.0,1,1,4.5,3,1,2,294.0,-37.8558,145.0072,Prahran,16/04/2016,Highbury Gr
1500000.0,6,1,4.5,2,1,2,222.0,-37.8501,144.9995,Prahran,17/09/2016,Murray St
1460000.0,1,1,4.5,2,1,2,227.0,-37.8543,145.003,Prahran,18/03/2017,Arkle St
1310000.0,1,1,4.5,2,1,1,162.0,-37.8528,145.0017,Prahran,18/03/2017,High St
1530000.0,1,1,4.5,3,1,0,231.0,-37.8498,145.0039,Prahran,18/03/2017,Irene Pl
1300000.0,1,1,4.5,2,1,1,126.0,-37.8518,145.0061,Prahran,18/06/2016,Pridham St
815000.0,1,1,4.5,2,1,0,96.0,-37.8501,144.9953,Prahran,19/11/2016,Clifton St
765000.0,1,1,4.5,2,1,0,98.0,-37.8501,144.9953,Prahran,19/11/2016,Clifton St
910000.0,1,1,4.5,2,1,1,183.0,-37.8543,145.0024,Prahran,19/11/2016,Williams Rd
1450000.0,6,3,4.5,3,2,3,1958.0,-37.8526,145.0106,Prahran,19/11/2016,Wynnstay Rd
1540000.0,1,3,4.5,2,2,1,113.0,-37.8481,144.9869,Prahran,22/05/2016,Donald St
1811000.0,1,1,4.5,3,2,1,273.0,-37.8544,145.0038,Prahran,22/08/2016,Arkle St
1180000.0,1,1,4.5,2,1,0,214.0,-37.8577,145.0053,Prahran,23/04/2016,Chomley St
1720000.0,1,1,4.5,3,2,2,183.0,-37.8562,145.0042,Prahran,25/02/2017,Packington St
1050000.0,1,1,4.5,3,2,1,8216.0,-37.85,144.9876,Prahran,25/02/2017,Perth St
1582000.0,1,1,4.5,2,1,0,214.0,-37.8572,145.0066,Prahran,25/02/2017,Pickford St
2385000.0,3,1,4.5,3,2,2,217.0,-37.8523,145.0064,Prahran,27/11/2016,Chatsworth Rd
1820000.0,1,1,4.5,4,1,1,305.0,-37.8493,144.9873,Prahran,27/11/2016,Perth St
1305000.0,1,1,4.5,2,1,1,131.0,-37.8479,144.9988,Prahran,27/11/2016,York St
1255000.0,1,1,4.5,3,1,1,231.0,-37.8467,144.9894,Prahran,28/05/2016,Charles St
2180000.0,1,1,4.5,3,2,2,238.0,-37.8476,144.9892,Prahran,28/05/2016,Charles St
1720000.0,1,1,4.5,3,2,1,272.0,-37.8553,145.007,Prahran,28/05/2016,Willis St
1021000.0,1,1,4.5,2,1,1,175.0,-37.857,145.0058,Prahran,28/08/2016,Chomley St
1220000.0,1,1,4.5,3,2,1,112.0,-37.8517,145.0056,Prahran,28/08/2016,Pridham St
1500000.0,1,1,4.5,2,1,2,236.0,-37.8478,144.9892,Prahran,30/07/2016,Charles St
1612000.0,1,1,4.5,3,2,0,146.0,-37.8519,145.0055,Prahran,30/07/2016,Pridham St
1442000.0,1,1,4.5,3,1,2,199.0,-37.8494,145.005,Prahran,30/07/2016,Westbourne St
1250000.0,1,1,8.8,3,1,2,644.0,-37.7419,145.0049,Preston,3/09/2016,Dalgety St
855000.0,6,1,8.8,3,1,2,584.0,-37.7332,145.0252,Preston,3/09/2016,Eggleton Ct
930000.0,1,1,8.8,4,2,2,604.0,-37.7369,144.9905,Preston,3/09/2016,Gilbert Rd
900000.0,1,1,8.8,4,2,1,530.0,-37.7416,145.016,Preston,3/09/2016,Gower St
1004000.0,1,1,8.8,4,0,0,650.0,-37.7346,145.0226,Preston,3/09/2016,Malpas St
930000.0,2,1,8.8,3,1,2,518.0,-37.7418,145.0095,Preston,3/09/2016,Plenty Rd
1200000.0,3,1,8.8,3,2,1,465.0,-37.7471,144.9877,Preston,3/12/2016,Kendall St
721000.0,1,1,8.8,3,1,1,581.0,-37.7399,145.0228,Preston,3/12/2016,Murray Rd
751000.0,1,1,8.8,3,1,0,148.0,-37.7428,145.0081,Preston,3/12/2016,Plenty Rd
835000.0,1,1,8.8,2,1,1,490.0,-37.7311,144.9863,Preston,4/03/2017,Dunstan St
637000.0,1,1,8.8,3,1,2,327.0,-37.7423,145.0194,Preston,4/03/2017,Gower St
1265000.0,1,1,8.8,3,2,1,465.0,-37.7471,144.9877,Preston,4/03/2017,Kendall St
1100000.0,3,1,8.8,3,2,3,490.0,-37.7413,145.0203,Preston,4/03/2017,Kenneth St
1082000.0,1,1,8.8,4,2,3,534.0,-37.7339,145.0189,Preston,4/03/2017,Malpas St
715000.0,1,3,8.8,2,1,1,132.0,-37.7343,145.0025,Preston,4/03/2017,Olver St
630000.0,3,1,8.8,5,5,3,199.0,-37.7309,145.0151,Preston,4/03/2017,Plenty Rd
837000.0,1,1,8.8,2,1,3,581.0,-37.7508,145.0209,Preston,4/03/2017,Raglan St
950000.0,2,1,8.8,3,1,2,563.0,-37.7318,145.0192,Preston,4/06/2016,Tyler St
840000.0,1,1,8.8,3,1,2,647.0,-37.7331,144.988,Preston,6/08/2016,Benambra St
496000.0,1,2,8.8,3,1,1,266.0,-37.7322,145.0318,Preston,6/08/2016,Burkitt Ct
931000.0,1,1,8.8,4,1,1,499.0,-37.733,144.9988,Preston,6/08/2016,May St
942000.0,1,1,8.8,2,2,0,3037.0,-37.7484,144.9949,Preston,6/08/2016,Newman St
650000.0,3,1,8.8,2,1,1,360.0,-37.7485,145.0025,Preston,7/05/2016,High St
850000.0,1,1,8.8,2,1,1,356.0,-37.7384,145.0058,Preston,7/05/2016,Murray Rd
560000.0,1,1,8.8,3,1,2,591.0,-37.7333,145.0353,Preston,7/05/2016,Tyler St
540000.0,3,1,8.8,2,1,2,250.0,-37.7373,145.0237,Preston,7/11/2016,Albert St
1150000.0,1,1,8.8,3,1,2,566.0,-37.7418,144.9934,Preston,7/11/2016,Bruce St
965000.0,1,1,8.8,3,1,2,581.0,-37.7411,145.0115,Preston,7/11/2016,Gower St
700000.0,1,1,8.8,3,1,2,562.0,-37.7339,145.0247,Preston,8/10/2016,Albert St
615000.0,1,1,8.8,3,1,2,493.0,-37.7441,145.0221,Preston,8/10/2016,Albert St
775000.0,1,1,8.8,2,1,1,521.0,-37.7441,145.0183,Preston,8/10/2016,Emerald St
735000.0,1,1,8.8,3,1,2,369.0,-37.7359,144.985,Preston,8/10/2016,George St
550000.0,6,1,8.8,3,2,1,164.0,-37.7335,145.0374,Preston,8/10/2016,Tyler St
1000000.0,1,1,8.8,3,1,2,463.0,-37.7339,144.9897,Preston,8/10/2016,Tynan St
780000.0,3,1,8.8,2,1,3,475.0,-37.7351,145.0066,Preston,8/10/2016,Youngman St
810000.0,1,1,8.8,4,2,2,1034.0,-37.7379,144.9851,Preston,10/09/2016,James St
843000.0,2,1,8.8,3,1,1,537.0,-37.737,145.0227,Preston,10/09/2016,Kathleen St
600000.0,1,1,8.8,2,1,2,220.0,-37.7442,145.0168,Preston,10/09/2016,Opal St
925000.0,1,1,8.8,3,1,2,693.0,-37.7315,144.988,Preston,10/12/2016,Dunstan St
305000.0,1,2,8.8,1,1,1,41.0,-37.7367,144.9899,Preston,10/12/2016,Gilbert Rd
1080000.0,3,1,8.8,3,2,1,369.0,-37.7389,144.9821,Preston,10/12/2016,Hope St
656000.0,1,2,8.8,2,1,1,205.0,-37.7413,144.9939,Preston,10/12/2016,Jessie St
799900.0,2,1,8.8,2,1,2,460.0,-37.7397,145.0209,Preston,10/12/2016,Murray Rd
916000.0,1,1,8.8,3,1,3,523.0,-37.7314,145.0017,Preston,10/12/2016,Parker St
1000000.0,3,1,8.8,3,2,2,143.0,-37.7381,145.0116,Preston,10/12/2016,Plenty Rd
914000.0,1,1,8.8,4,1,1,339.0,-37.7485,144.998,Preston,10/12/2016,Showers St
1650000.0,1,1,8.8,3,1,2,452.0,-37.7307,145.0094,Preston,10/12/2016,Tyler St
990000.0,3,1,8.8,3,2,2,475.0,-37.7344,145.008,Preston,11/03/2017,Morgan St
512000.0,1,2,8.8,2,1,1,145.0,-37.7293,144.9931,Preston,11/03/2017,Regent St
600000.0,6,1,8.8,3,1,3,503.0,-37.739,145.0238,Preston,12/06/2016,Albert St
910000.0,3,1,8.8,4,1,1,582.0,-37.7355,145.0178,Preston,12/11/2016,Dean St
485000.0,3,1,8.8,3,1,1,244.0,-37.7444,145.0202,Preston,12/11/2016,Eton St
900000.0,2,1,8.8,3,1,1,527.0,-37.7396,145.0174,Preston,12/11/2016,Murray Rd
1000000.0,2,1,8.8,4,1,2,568.0,-37.7353,144.989,Preston,12/11/2016,Tynan St
722000.0,1,1,8.8,2,1,1,400.0,-37.7352,144.9852,Preston,13/08/2016,George St
910000.0,1,1,8.8,3,1,1,486.0,-37.7395,144.9966,Preston,14/05/2016,Cramer St
1260000.0,2,1,8.8,4,3,2,654.0,-37.7365,145.0173,Preston,14/05/2016,Dean St
635000.0,1,3,8.8,2,1,1,79.0,-37.7484,145.0048,Preston,14/05/2016,Flett St
550000.0,3,1,8.8,3,1,1,405.0,-37.7396,145.0175,Preston,14/05/2016,Murray Rd
485000.0,1,2,8.8,2,1,1,117.0,-37.7514,145.0118,Preston,14/05/2016,Newcastle St
690000.0,1,1,8.8,3,1,1,594.0,-37.7512,145.017,Preston,14/05/2016,Tiernan St
1065000.0,1,1,8.8,2,1,3,507.0,-37.7437,144.9995,Preston,15/10/2016,Arthur St
1200000.0,1,1,8.8,3,1,1,847.0,-37.7279,144.9849,Preston,15/10/2016,Furzer St
798000.0,1,2,8.8,3,2,2,212.0,-37.7359,145.0147,Preston,15/10/2016,Kitchener Gr
850000.0,1,1,8.8,2,1,1,669.0,-37.7363,144.9849,Preston,15/10/2016,Murray Rd
1355000.0,1,1,8.8,3,1,2,916.0,-37.7361,144.9883,Preston,15/10/2016,Murray Rd
971000.0,1,1,8.8,3,1,2,610.0,-37.751,145.0197,Preston,15/10/2016,Raglan St
530000.0,1,2,8.8,2,1,1,106.0,-37.7306,144.9993,Preston,15/10/2016,Regent St
900000.0,2,1,8.8,3,1,1,472.0,-37.745,145.0139,Preston,15/10/2016,Watson St
700000.0,3,1,8.8,2,1,1,214.0,-37.7462,145.0044,Preston,16/04/2016,Garnet St
930000.0,1,1,8.8,3,1,0,453.0,-37.7386,144.9828,Preston,16/04/2016,Hope St
920000.0,2,1,8.8,2,2,2,516.0,-37.7497,145.011,Preston,16/04/2016,Raglan St
842000.0,1,1,8.8,3,1,1,398.0,-37.7372,145.01,Preston,16/07/2016,Pender St
830000.0,2,1,8.8,1,1,0,397.0,-37.7366,145.0115,Preston,16/07/2016,Wilcox St
980000.0,1,1,8.8,3,2,1,479.0,-37.7425,145.014,Preston,17/09/2016,Avondale Rd
800000.0,1,1,8.8,3,3,2,421.0,-37.7414,144.9932,Preston,17/09/2016,Bruce St
930000.0,3,1,8.8,4,2,2,544.0,-37.7314,145.0113,Preston,17/09/2016,Ellison St
930000.0,1,1,8.8,3,1,2,468.0,-37.7468,144.9846,Preston,17/09/2016,Kendall St
886000.0,1,1,8.8,2,1,2,467.0,-37.7345,144.9977,Preston,17/09/2016,Leopold St
1080000.0,3,1,8.8,3,1,1,487.0,-37.7511,144.9907,Preston,17/09/2016,Miller St
1040000.0,1,1,8.8,3,1,2,555.0,-37.7491,144.985,Preston,17/09/2016,Ryde St
1400000.0,6,1,8.8,4,2,2,559.0,-37.7347,144.9966,Preston,18/03/2017,Bellarine St
660000.0,1,3,8.8,2,1,1,113.0,-37.7479,145.0153,Preston,18/03/2017,Cormac St
876000.0,1,1,8.8,2,1,2,479.0,-37.733,144.9961,Preston,18/03/2017,May St
910000.0,2,1,8.8,2,2,1,352.0,-37.7495,145.0092,Preston,18/03/2017,Raglan St
1000000.0,1,1,8.8,3,2,2,227.0,-37.7445,144.9917,Preston,18/03/2017,Scotia St
800000.0,3,1,8.8,3,1,2,516.0,-37.7321,145.0248,Preston,18/03/2017,Tyler St
1070000.0,1,1,8.8,3,1,2,585.0,-37.7358,144.9889,Preston,18/03/2017,Tynan St
565000.0,1,1,8.8,2,1,2,349.0,-37.7351,145.0271,Preston,18/06/2016,Ambon St
714000.0,1,3,8.8,3,2,2,185.0,-37.7287,144.9869,Preston,18/06/2016,Furzer St
770000.0,1,1,8.8,2,2,1,76.0,-37.7443,145.0015,Preston,18/06/2016,Mary St
1226000.0,1,1,8.8,3,1,4,707.0,-37.7413,144.9885,Preston,18/06/2016,Mount St
810000.0,2,1,8.8,3,1,1,421.0,-37.738,145.0064,Preston,18/06/2016,Murray Rd
1127000.0,1,1,8.8,3,2,2,590.0,-37.7336,144.9958,Preston,18/06/2016,Paywit St
750000.0,2,1,8.8,3,1,2,409.0,-37.7486,144.9992,Preston,18/06/2016,Railway Pl
980000.0,1,1,8.8,3,1,1,485.0,-37.7525,145.0106,Preston,19/11/2016,Carlisle St
670000.0,6,1,8.8,3,1,2,271.0,-37.7353,145.0172,Preston,19/11/2016,Dean St
1315000.0,1,1,8.8,4,3,2,836.0,-37.7379,144.9903,Preston,19/11/2016,Gilbert Rd
780000.0,1,1,8.8,2,1,1,310.0,-37.7455,144.9954,Preston,19/11/2016,Stokes St
986000.0,1,1,8.8,2,1,1,472.0,-37.7484,144.9886,Preston,22/05/2016,Gilbert Rd
771000.0,1,1,8.8,2,1,1,484.0,-37.7427,145.0176,Preston,22/05/2016,Lovelace St
760000.0,3,1,8.8,4,8,7,1254.0,-37.7367,144.9895,Preston,22/05/2016,Murray Rd
890000.0,1,1,8.8,3,1,2,454.0,-37.7346,144.9956,Preston,22/08/2016,Graham Ct
1088000.0,1,1,8.8,2,1,2,712.0,-37.7354,145.015,Preston,22/08/2016,Josephine Gr
1123000.0,1,1,8.8,3,1,2,504.0,-37.7476,144.9842,Preston,22/08/2016,Ventnor St
600000.0,6,1,8.8,4,1,2,236.0,-37.7456,145.0025,Preston,23/04/2016,High St
890000.0,1,1,8.8,2,1,3,493.0,-37.74,144.9821,Preston,24/09/2016,Booth St
1040000.0,2,1,8.8,3,2,1,313.0,-37.7531,145.01,Preston,24/09/2016,Dundas St
1050000.0,1,1,8.8,3,2,1,453.0,-37.7388,144.9844,Preston,24/09/2016,Hope St
900000.0,2,1,8.8,2,1,1,529.0,-37.7427,144.9868,Preston,25/02/2017,Bischoff St
425000.0,2,2,8.8,2,2,1,1485.0,-37.7476,145.0026,Preston,25/02/2017,High St
515000.0,1,2,8.8,2,1,1,187.0,-37.7351,145.0323,Preston,25/02/2017,Oak St
1040000.0,1,1,8.8,3,1,2,399.0,-37.7366,145.0063,Preston,25/02/2017,Pender St
520000.0,1,1,8.8,2,1,2,178.0,-37.7331,145.0341,Preston,25/02/2017,Tyler St
605000.0,1,2,8.8,3,1,2,192.0,-37.7277,144.9851,Preston,26/07/2016,Furzer St
890000.0,1,1,8.8,3,1,2,495.0,-37.7521,145.0114,Preston,26/07/2016,Newcastle St
790000.0,1,1,8.8,2,1,1,266.0,-37.7423,145.0105,Preston,26/07/2016,Patterson St
1000000.0,1,1,8.8,3,1,2,621.0,-37.7415,145.0084,Preston,26/07/2016,Swallow St
860000.0,1,1,8.8,2,2,1,415.0,-37.7481,145.0017,Preston,27/06/2016,Esther St
630000.0,1,1,8.8,2,1,1,372.0,-37.7348,144.9852,Preston,27/06/2016,George St
810000.0,1,1,8.8,3,1,1,520.0,-37.7362,145.0232,Preston,27/06/2016,Kathleen St
875000.0,1,1,8.8,4,1,2,400.0,-37.7371,145.0111,Preston,27/06/2016,Pender St
923000.0,1,1,8.8,3,1,0,333.0,-37.7423,145.0097,Preston,27/06/2016,South St
920000.0,3,1,8.8,4,1,1,396.0,-37.7361,145.0093,Preston,27/06/2016,Wilcox St
1150000.0,3,1,8.8,3,1,4,728.0,-37.7392,144.9937,Preston,27/11/2016,Cramer St
871000.0,1,1,8.8,4,2,1,561.0,-37.7369,145.0201,Preston,27/11/2016,Gordon Gr
910000.0,3,1,8.8,4,1,3,577.0,-37.7344,144.9865,Preston,27/11/2016,Grampian St
1330000.0,1,1,8.8,3,2,3,502.0,-37.7406,145.0155,Preston,27/11/2016,Inverloch St
950000.0,1,1,8.8,4,2,1,243.0,-37.7506,144.9847,Preston,27/11/2016,Miller St
821000.0,1,1,8.8,3,1,2,396.0,-37.7385,145.0103,Preston,27/11/2016,Murray Rd
888500.0,1,1,8.8,3,1,2,497.0,-37.7441,145.0154,Preston,27/11/2016,Okeefe St
870000.0,1,1,8.8,4,1,2,400.0,-37.7346,145.0164,Preston,27/11/2016,Wood St
1186000.0,2,1,8.8,3,1,1,713.0,-37.7436,145.0191,Preston,28/05/2016,Belgrove St
900000.0,6,1,8.8,3,1,2,560.0,-37.7418,145.0089,Preston,28/05/2016,Plenty Rd
800000.0,3,1,8.8,3,1,2,207.0,-37.7486,145.0039,Preston,28/05/2016,Plenty Rd
1030000.0,1,1,8.8,3,2,3,427.0,-37.749,145.0051,Preston,28/05/2016,Raglan St
1615000.0,1,1,8.8,4,2,3,890.0,-37.7345,144.9891,Preston,28/05/2016,Tynan St
715000.0,1,1,8.8,3,1,1,467.0,-37.7444,145.014,Preston,28/05/2016,Watson St
610000.0,1,2,8.8,2,1,1,126.0,-37.7523,145.0091,Preston,28/08/2016,Carlisle St
1162500.0,1,1,8.8,3,2,2,463.0,-37.7507,144.9921,Preston,28/08/2016,Gillingham St
1142500.0,1,1,8.8,4,1,2,560.0,-37.743,144.9914,Preston,28/08/2016,Leicester St
930000.0,2,1,8.8,3,1,2,679.0,-37.7392,145.0163,Preston,28/08/2016,Murray Rd
875000.0,1,1,8.8,3,2,1,650.0,-37.7302,144.998,Preston,28/08/2016,Regent St
840000.0,3,1,8.8,4,1,2,390.0,-37.7395,144.9843,Preston,30/07/2016,Raymond St
805000.0,1,1,8.8,3,1,2,468.0,-37.7479,144.9941,Preston,30/07/2016,Stott St
750000.0,3,1,8.8,4,2,2,500.0,-37.732,145.0209,Preston,30/07/2016,Tyler St
475000.0,1,2,11.2,3,1,1,191.0,-37.7019,145.0256,Reservoir,3/09/2016,Dumbarton St
415000.0,3,2,11.2,2,1,1,189.0,-37.708,145.0181,Reservoir,3/09/2016,Purinuan Rd
731000.0,1,1,11.2,3,1,2,779.0,-37.7292,145.0214,Reservoir,3/12/2016,Ashton St
352000.0,2,2,11.2,2,1,1,117.0,-37.7101,145.0223,Reservoir,3/12/2016,Crookston Rd
723000.0,1,1,11.2,3,1,1,535.0,-37.7299,145.0242,Reservoir,3/12/2016,Drysdale St
336000.0,1,2,11.2,2,1,1,99.0,-37.7166,144.9911,Reservoir,3/12/2016,Edwardes St
685000.0,1,1,11.2,3,1,1,1262.0,-37.7139,145.0215,Reservoir,3/12/2016,Fordham Rd
620000.0,1,3,11.2,3,2,2,207.0,-37.7086,145.0251,Reservoir,3/12/2016,Purinuan Rd
620000.0,3,1,11.2,3,1,2,762.0,-37.7021,144.9985,Reservoir,3/12/2016,Ryan St
1025000.0,1,1,11.2,3,2,2,676.0,-37.7262,145.0177,Reservoir,3/12/2016,Wilkinson St
490000.0,1,3,11.2,2,1,1,91.0,-37.713,145.0108,Reservoir,4/03/2017,Cheddar Rd
805000.0,1,1,11.2,3,1,2,227.0,-37.7286,145.0059,Reservoir,4/03/2017,High St
770000.0,1,1,11.2,4,1,2,855.0,-37.6997,145.0043,Reservoir,4/03/2017,Hughes Pde
645000.0,1,2,11.2,3,1,2,280.0,-37.7183,145.0164,Reservoir,4/03/2017,Odowd St
1005000.0,1,1,11.2,3,2,4,466.0,-37.7266,145.0004,Reservoir,4/03/2017,Powell St
931000.0,1,1,11.2,2,1,1,487.0,-37.7279,145.0136,Reservoir,4/03/2017,Queen St
810000.0,1,1,11.2,2,1,2,950.0,-37.702,145.0071,Reservoir,4/03/2017,Rodman St
535000.0,1,1,11.2,2,1,1,234.0,-37.7182,145.0161,Reservoir,4/06/2016,Odowd St
920000.0,1,1,11.2,3,2,2,623.0,-37.7276,145.0165,Reservoir,4/06/2016,Xavier Gr
800000.0,1,1,11.2,3,1,5,4679.0,-37.7093,145.0012,Reservoir,6/08/2016,Barry St
510000.0,3,1,11.2,3,1,2,543.0,-37.6946,144.9962,Reservoir,6/08/2016,Dredge St
651000.0,2,1,11.2,3,2,3,649.0,-37.705,145.0216,Reservoir,6/08/2016,Hickford St
502500.0,1,1,11.2,3,1,2,491.0,-37.7152,144.9823,Reservoir,6/08/2016,Zinnia St
365000.0,3,1,11.2,2,1,1,360.0,-37.7273,145.0254,Reservoir,7/05/2016,Albert St
405000.0,1,2,11.2,2,1,1,171.0,-37.711,145.0027,Reservoir,7/05/2016,Barton St
620500.0,1,3,11.2,3,2,1,158.0,-37.7293,145.0216,Reservoir,7/05/2016,Drysdale St
730000.0,1,1,11.2,3,1,1,546.0,-37.721,144.9967,Reservoir,7/05/2016,Gloucester St
260000.0,3,1,11.2,1,1,1,141.0,-37.7025,144.9887,Reservoir,7/05/2016,Godley St
665000.0,1,1,11.2,3,1,4,503.0,-37.7226,144.9953,Reservoir,7/05/2016,Kinsale St
625000.0,3,1,11.2,3,2,1,267.0,-37.7132,145.0075,Reservoir,7/05/2016,Leamington St
357500.0,1,2,11.2,2,1,1,129.0,-37.7099,145.0131,Reservoir,7/05/2016,Mcmahon Rd
427500.0,1,2,11.2,2,1,1,146.0,-37.719,145.0014,Reservoir,7/11/2016,Ashley St
851000.0,1,1,11.2,4,2,2,581.0,-37.6926,144.9861,Reservoir,7/11/2016,Bluebell Pl
998000.0,1,1,11.2,3,2,3,479.0,-37.7271,144.9968,Reservoir,7/11/2016,Cameron St
1030000.0,1,1,11.2,4,2,3,630.0,-37.721,144.9952,Reservoir,7/11/2016,Kinsale St
498000.0,1,1,11.2,2,1,3,310.0,-37.7288,145.0224,Reservoir,7/11/2016,Mccomas St
410000.0,1,2,11.2,2,1,1,180.0,-37.7283,145.0207,Reservoir,7/11/2016,Mccomas St
450000.0,1,2,11.2,2,1,1,95.0,-37.7283,144.9991,Reservoir,7/11/2016,Myrtle Gr
341000.0,3,2,11.2,1,1,1,125.0,-37.711,145.0052,Reservoir,7/11/2016,Oconnor St
