Price,Method,Type,Distance,Rooms,Bathroom,Car,Landsize,Propertycount,Suburb,Street,Date
1350000.0,PI,H,6.6,3.0,3.0,2.0,227.0,2417.0,Seddon,Lily,8/10/2016
1201000.0,S,H,6.6,4.0,2.0,1.0,299.0,2417.0,Seddon,Pentland,10/12/2016
990000.0,S,H,6.6,3.0,1.0,0.0,371.0,2417.0,Seddon,Station,12/11/2016
720000.0,SP,T,6.6,2.0,1.0,1.0,126.0,2417.0,Seddon,emma,14/05/2016
780000.0,S,H,6.6,2.0,1.0,1.0,176.0,2417.0,Seddon,Henry,15/10/2016
880000.0,SP,H,6.6,3.0,1.0,0.0,216.0,2417.0,Seddon,Pilgrim,15/10/2016
920000.0,PI,H,6.6,3.0,2.0,2.0,0.0,2417.0,Seddon,Alfred,16/04/2016
1395000.0,SP,H,6.6,3.0,1.0,2.0,467.0,2417.0,Seddon,Hotham,16/04/2016
965000.0,S,H,6.6,3.0,1.0,0.0,217.0,2417.0,Seddon,Margaret,16/04/2016
920000.0,VB,H,6.6,3.0,2.0,1.0,309.0,2417.0,Seddon,Nicholson,16/07/2016
1001000.0,S,H,6.6,3.0,1.0,1.0,256.0,2417.0,Seddon,Perry,16/07/2016
755000.0,SP,T,6.6,2.0,2.0,1.0,97.0,2417.0,Seddon,Skipper,16/07/2016
875000.0,S,H,6.6,3.0,2.0,2.0,193.0,2417.0,Seddon,Station,16/07/2016
822500.0,SP,H,6.6,2.0,2.0,1.0,228.0,2417.0,Seddon,Williamstown,17/09/2016
990000.0,S,H,6.6,2.0,1.0,2.0,306.0,2417.0,Seddon,Alexander,18/03/2017
1080000.0,VB,H,6.6,3.0,1.0,0.0,234.0,2417.0,Seddon,Alfred,18/03/2017
1126000.0,S,H,6.6,3.0,1.0,0.0,357.0,2417.0,Seddon,Princess,18/03/2017
1025000.0,SP,H,6.6,2.0,1.0,0.0,248.0,2417.0,Seddon,Seddon,18/03/2017
1275000.0,SP,H,6.6,5.0,3.0,1.0,386.0,2417.0,Seddon,Williamstown,18/03/2017
881000.0,S,H,6.6,3.0,1.0,2.0,217.0,2417.0,Seddon,Greig,18/06/2016
955000.0,SP,H,6.6,2.0,1.0,0.0,148.0,2417.0,Seddon,thomson,19/11/2016
1455000.0,SP,H,6.6,4.0,2.0,3.0,571.0,2417.0,Seddon,webster,19/11/2016
215000.0,VB,U,6.6,1.0,1.0,1.0,0.0,2417.0,Seddon,Nicholson,22/05/2016
533000.0,S,U,6.6,2.0,1.0,1.0,0.0,2417.0,Seddon,Alexander,22/08/2016
1200000.0,S,H,6.6,3.0,1.0,1.0,374.0,2417.0,Seddon,Henry,22/08/2016
970000.0,VB,H,6.6,4.0,2.0,1.0,149.0,2417.0,Seddon,Walter,23/04/2016
355000.0,S,U,6.6,2.0,1.0,1.0,0.0,2417.0,Seddon,Albert,24/09/2016
1032000.0,SP,H,6.6,3.0,1.0,0.0,224.0,2417.0,Seddon,Charles,25/02/2017
887000.0,S,H,6.6,2.0,1.0,1.0,170.0,2417.0,Seddon,Perry,26/07/2016
965000.0,S,H,6.6,3.0,1.0,1.0,283.0,2417.0,Seddon,South,27/06/2016
920000.0,PI,H,6.6,4.0,1.0,0.0,274.0,2417.0,Seddon,Staff,28/05/2016
1270000.0,S,H,6.6,4.0,1.0,1.0,352.0,2417.0,Seddon,William,28/05/2016
1310000.0,S,H,6.6,3.0,2.0,1.0,229.0,2417.0,Seddon,Lily,28/08/2016
815000.0,S,H,6.6,2.0,1.0,0.0,172.0,2417.0,Seddon,Gamon,30/07/2016
701000.0,PI,H,6.6,2.0,1.0,0.0,164.0,2417.0,Seddon,Nicholson,30/07/2016
593000.0,S,U,2.1,2.0,2.0,1.0,0.0,5943.0,South Melbourne,Albert,3/09/2016
1600000.0,SP,H,2.1,3.0,2.0,1.0,88.0,5943.0,South Melbourne,Napier,3/09/2016
920500.0,S,H,2.1,2.0,1.0,0.0,114.0,5943.0,South Melbourne,Cobden,3/12/2016
1620000.0,S,H,2.1,4.0,2.0,0.0,163.0,5943.0,South Melbourne,Dorcas,3/12/2016
1002000.0,S,H,2.1,1.0,1.0,0.0,84.0,5943.0,South Melbourne,Ferrars,3/12/2016
1355000.0,S,H,2.1,2.0,1.0,0.0,101.0,5943.0,South Melbourne,Moray,3/12/2016
1270000.0,S,H,2.1,3.0,1.0,0.0,149.0,5943.0,South Melbourne,Mountain,4/03/2017
2633000.0,S,H,2.1,3.0,1.0,0.0,276.0,5943.0,South Melbourne,Tribe,4/03/2017
1405000.0,PI,H,2.1,3.0,1.0,1.0,181.0,5943.0,South Melbourne,Cobden,4/06/2016
575000.0,SP,U,2.1,2.0,2.0,1.0,0.0,5943.0,South Melbourne,Dorcas,4/06/2016
760500.0,S,U,2.1,1.0,0.0,0.0,438.0,5943.0,South Melbourne,Park,4/06/2016
2260000.0,PI,H,2.1,4.0,3.0,0.0,190.0,5943.0,South Melbourne,Moray,7/05/2016
1150000.0,S,H,2.1,2.0,1.0,0.0,113.0,5943.0,South Melbourne,Mountain,7/05/2016
1595000.0,SP,H,2.1,3.0,2.0,0.0,171.0,5943.0,South Melbourne,Smith,7/05/2016
595000.0,S,U,2.1,2.0,1.0,1.0,0.0,5943.0,South Melbourne,Albert,7/11/2016
490000.0,S,U,2.1,2.0,1.0,1.0,0.0,5943.0,South Melbourne,Albert,7/11/2016
1250000.0,S,H,2.1,3.0,2.0,0.0,224.0,5943.0,South Melbourne,York,8/10/2016
862000.0,S,U,2.1,3.0,2.0,2.0,0.0,5943.0,South Melbourne,Dorcas,10/09/2016
2180000.0,S,H,2.1,4.0,3.0,1.0,200.0,5943.0,South Melbourne,Moray,10/12/2016
930000.0,SP,H,2.1,2.0,1.0,0.0,115.0,5943.0,South Melbourne,Cobden,11/02/2017
600000.0,S,U,2.1,2.0,1.0,1.0,0.0,5943.0,South Melbourne,Park,12/11/2016
1200000.0,VB,H,2.1,3.0,2.0,0.0,113.0,5943.0,South Melbourne,Cobden,13/08/2016
612000.0,S,U,2.1,2.0,1.0,1.0,0.0,5943.0,South Melbourne,Napier,14/05/2016
380000.0,VB,U,2.1,1.0,1.0,1.0,0.0,5943.0,South Melbourne,Napier,15/10/2016
2000000.0,S,H,2.1,3.0,2.0,1.0,161.0,5943.0,South Melbourne,Tribe,15/10/2016
1500000.0,VB,U,2.1,2.0,2.0,2.0,0.0,5943.0,South Melbourne,Albert,16/04/2016
2000000.0,PI,H,2.1,2.0,2.0,1.0,141.0,5943.0,South Melbourne,Bridport,16/04/2016
1050000.0,VB,U,2.1,2.0,2.0,2.0,0.0,5943.0,South Melbourne,Albert,17/09/2016
1100000.0,VB,H,2.1,2.0,1.0,2.0,185.0,5943.0,South Melbourne,City,17/09/2016
1250000.0,VB,H,2.1,3.0,2.0,1.0,108.0,5943.0,South Melbourne,Lyell,17/09/2016
1650000.0,VB,H,2.1,3.0,2.0,0.0,204.0,5943.0,South Melbourne,Montague,17/09/2016
770000.0,S,H,2.1,3.0,2.0,1.0,2325.0,5943.0,South Melbourne,Napier,18/03/2017
561000.0,S,U,2.1,2.0,1.0,1.0,0.0,5943.0,South Melbourne,Wells,18/03/2017
1825000.0,S,H,2.1,3.0,2.0,2.0,151.0,5943.0,South Melbourne,Albert,18/06/2016
1200000.0,VB,H,2.1,2.0,2.0,1.0,131.0,5943.0,South Melbourne,Glover,18/06/2016
1550000.0,PI,U,2.1,3.0,4.0,2.0,0.0,5943.0,South Melbourne,Park,18/06/2016
891000.0,S,H,2.1,3.0,2.0,1.0,0.0,5943.0,South Melbourne,Eastern,19/11/2016
1450000.0,S,T,2.1,3.0,2.0,1.0,146.0,5943.0,South Melbourne,Fitzpatrick,19/11/2016
1360000.0,S,U,2.1,2.0,1.0,2.0,0.0,5943.0,South Melbourne,Clarendon,22/05/2016
1390000.0,PI,H,2.1,3.0,2.0,1.0,138.0,5943.0,South Melbourne,Cobden,22/05/2016
1615000.0,S,H,2.1,4.0,3.0,2.0,577.0,5943.0,South Melbourne,Iffla,22/05/2016
480000.0,S,U,2.1,1.0,1.0,1.0,0.0,5943.0,South Melbourne,Albert,23/04/2016
1185000.0,S,T,2.1,3.0,2.0,1.0,111.0,5943.0,South Melbourne,Coote,23/04/2016
2300000.0,S,H,2.1,3.0,2.0,2.0,0.0,5943.0,South Melbourne,Dorcas,24/09/2016
1720000.0,S,H,2.1,3.0,1.0,0.0,130.0,5943.0,South Melbourne,Glover,25/02/2017
320000.0,VB,U,2.1,1.0,1.0,0.0,0.0,5943.0,South Melbourne,Albert,27/11/2016
742000.0,SP,U,2.1,3.0,2.0,2.0,0.0,5943.0,South Melbourne,Bank,27/11/2016
2075000.0,S,H,2.1,3.0,2.0,0.0,141.0,5943.0,South Melbourne,Cecil,27/11/2016
2525000.0,S,H,2.1,3.0,2.0,1.0,234.0,5943.0,South Melbourne,Eastern,27/11/2016
560000.0,SP,U,2.1,2.0,2.0,1.0,0.0,5943.0,South Melbourne,Park,30/07/2016
690000.0,VB,U,2.1,2.0,2.0,2.0,0.0,5943.0,South Melbourne,Sandilands,30/07/2016
430000.0,S,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Domain,3/09/2016
722000.0,SP,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,MacFarlan,3/09/2016
930000.0,S,U,3.3,2.0,2.0,2.0,0.0,14887.0,South Yarra,River,3/09/2016
467500.0,SP,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Rockley,3/09/2016
475000.0,PI,U,3.3,2.0,1.0,0.0,0.0,14887.0,South Yarra,Tivoli,3/09/2016
850000.0,PI,U,3.3,2.0,2.0,2.0,0.0,14887.0,South Yarra,Bond,3/12/2016
1230000.0,S,U,3.3,3.0,2.0,2.0,0.0,14887.0,South Yarra,Commercial,3/12/2016
965000.0,S,U,3.3,2.0,2.0,2.0,2143.0,14887.0,South Yarra,MacFarlan,3/12/2016
315000.0,PI,U,3.3,1.0,1.0,0.0,14500.0,14887.0,South Yarra,Malcolm,3/12/2016
1510000.0,S,H,3.3,3.0,5.0,0.0,241.0,14887.0,South Yarra,Oxford,3/12/2016
402000.0,S,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Toorak,3/12/2016
1880000.0,S,U,3.3,3.0,2.0,2.0,0.0,14887.0,South Yarra,Toorak,3/12/2016
422000.0,S,U,3.3,1.0,1.0,0.0,0.0,14887.0,South Yarra,Caroline,4/03/2017
535000.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Darling,4/03/2017
990000.0,SA,U,3.3,2.0,2.0,2.0,0.0,14887.0,South Yarra,Darling,4/03/2017
695000.0,PI,U,3.3,2.0,1.0,0.0,0.0,14887.0,South Yarra,Marne,4/03/2017
978500.0,S,U,3.3,2.0,2.0,2.0,17200.0,14887.0,South Yarra,River,4/03/2017
863000.0,S,U,3.3,2.0,2.0,1.0,742.0,14887.0,South Yarra,Tivoli,4/03/2017
680000.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Walsh,4/03/2017
840000.0,PI,U,3.3,2.0,2.0,1.0,0.0,14887.0,South Yarra,Wilson,4/03/2017
450000.0,SP,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Clara,4/06/2016
750000.0,S,U,3.3,3.0,2.0,2.0,0.0,14887.0,South Yarra,Commercial,4/06/2016
650000.0,PI,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Darling,4/06/2016
775000.0,SP,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,MacFarlan,4/06/2016
572000.0,SP,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Mona,4/06/2016
510000.0,S,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,River,4/06/2016
1460000.0,PI,T,3.3,3.0,2.0,1.0,181.0,14887.0,South Yarra,Witchwood,4/06/2016
465000.0,S,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Motherwell,6/08/2016
801000.0,S,U,3.3,2.0,2.0,1.0,0.0,14887.0,South Yarra,River,6/08/2016
623500.0,SP,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Fitzgerald,7/05/2016
409000.0,S,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Osborne,7/05/2016
370000.0,SP,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Stables,7/05/2016
1250000.0,S,T,3.3,3.0,2.0,1.0,80.0,14887.0,South Yarra,Arthur,7/11/2016
480000.0,S,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Chapel,7/11/2016
2325000.0,S,H,3.3,2.0,2.0,2.0,355.0,14887.0,South Yarra,MacFarlan,7/11/2016
659000.0,SP,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Punt,7/11/2016
780000.0,PI,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Caroline,8/10/2016
865000.0,S,U,3.3,2.0,2.0,1.0,0.0,14887.0,South Yarra,Chapel,8/10/2016
1455000.0,S,H,3.3,2.0,1.0,0.0,225.0,14887.0,South Yarra,Fawkner,8/10/2016
1365000.0,S,T,3.3,2.0,2.0,1.0,1302.0,14887.0,South Yarra,Kensington,8/10/2016
411000.0,S,U,3.3,1.0,1.0,1.0,1369.0,14887.0,South Yarra,Toorak,8/10/2016
360500.0,S,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Toorak,8/10/2016
1300000.0,PI,U,3.3,2.0,2.0,2.0,0.0,14887.0,South Yarra,Walsh,8/10/2016
1300000.0,PI,U,3.3,2.0,2.0,1.0,0.0,14887.0,South Yarra,Walsh,8/10/2016
1630000.0,PI,U,3.3,3.0,1.0,1.0,0.0,14887.0,South Yarra,Marne,10/09/2016
625000.0,S,U,3.3,2.0,1.0,1.0,1283.0,14887.0,South Yarra,Darling,10/12/2016
2430000.0,S,H,3.3,2.0,1.0,2.0,367.0,14887.0,South Yarra,Fawkner,10/12/2016
490000.0,S,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,May,10/12/2016
955000.0,PI,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Murphy,10/12/2016
380000.0,S,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Osborne,10/12/2016
601000.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Toorak,10/12/2016
450000.0,PI,U,3.3,1.0,1.0,0.0,0.0,14887.0,South Yarra,Caroline,11/02/2017
1500000.0,S,H,3.3,2.0,1.0,2.0,141.0,14887.0,South Yarra,Clara,12/06/2016
1030000.0,VB,U,3.3,2.0,2.0,1.0,0.0,14887.0,South Yarra,Toorak,12/06/2016
555000.0,S,U,3.3,1.0,1.0,1.0,630.0,14887.0,South Yarra,Adams,12/11/2016
5700000.0,S,H,3.3,4.0,2.0,0.0,292.0,14887.0,South Yarra,Avoca,12/11/2016
2300000.0,PI,H,3.3,3.0,2.0,1.0,350.0,14887.0,South Yarra,Fawkner,12/11/2016
515000.0,SP,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Kensington,12/11/2016
2695000.0,PI,H,3.3,3.0,2.0,1.0,215.0,14887.0,South Yarra,Leopold,12/11/2016
2870000.0,S,H,3.3,3.0,2.0,2.0,350.0,14887.0,South Yarra,Luxton,12/11/2016
805000.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Millswyn,12/11/2016
370000.0,PI,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Punt,12/11/2016
360000.0,VB,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Punt,12/11/2016
310000.0,PI,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Williams,12/11/2016
1036500.0,S,H,3.3,2.0,1.0,0.0,105.0,14887.0,South Yarra,Powell,13/08/2016
627500.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Toorak,13/08/2016
1072000.0,S,U,3.3,3.0,0.0,0.0,0.0,14887.0,South Yarra,Toorak,13/08/2016
425000.0,PI,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Yarra,13/08/2016
330000.0,VB,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Osborne,14/05/2016
450000.0,VB,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Punt,14/05/2016
550000.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Toorak,14/05/2016
400000.0,S,U,3.3,1.0,1.0,1.0,1424.0,14887.0,South Yarra,Toorak,14/05/2016
1700000.0,S,H,3.3,3.0,2.0,2.0,141.0,14887.0,South Yarra,Argo,15/10/2016
613000.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Barnsbury,15/10/2016
1240000.0,S,U,3.3,2.0,2.0,2.0,0.0,14887.0,South Yarra,Caroline,15/10/2016
832000.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Domain,15/10/2016
693000.0,S,U,3.3,2.0,1.0,1.0,2122.0,14887.0,South Yarra,Kensington,15/10/2016
551000.0,S,U,3.3,2.0,1.0,0.0,0.0,14887.0,South Yarra,Kensington,15/10/2016
740000.0,S,U,3.3,3.0,1.0,1.0,0.0,14887.0,South Yarra,Kensington,15/10/2016
2285000.0,S,H,3.3,3.0,2.0,2.0,221.0,14887.0,South Yarra,Palermo,15/10/2016
3000000.0,VB,H,3.3,3.0,3.0,2.0,191.0,14887.0,South Yarra,Park,15/10/2016
450000.0,S,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Toorak,15/10/2016
515000.0,VB,U,3.3,2.0,1.0,1.0,734.0,14887.0,South Yarra,Garden,16/04/2016
805000.0,S,U,3.3,3.0,2.0,3.0,6111.0,14887.0,South Yarra,Commercial,17/09/2016
630000.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Darling,17/09/2016
600000.0,S,U,3.3,2.0,1.0,2.0,0.0,14887.0,South Yarra,Gordon,17/09/2016
1780000.0,SP,H,3.3,3.0,2.0,1.0,198.0,14887.0,South Yarra,Howitt,17/09/2016
2115000.0,S,H,3.3,1.0,1.0,1.0,569.0,14887.0,South Yarra,Osborne,17/09/2016
523000.0,S,U,3.3,1.0,1.0,0.0,0.0,14887.0,South Yarra,Williams,17/09/2016
2050000.0,VB,U,3.3,4.0,2.0,1.0,979.0,14887.0,South Yarra,Domain,18/03/2017
2600000.0,PI,H,3.3,4.0,2.0,2.0,141.0,14887.0,South Yarra,Leopold,18/03/2017
320000.0,VB,U,3.3,1.0,1.0,0.0,0.0,14887.0,South Yarra,Osborne,18/03/2017
2395000.0,S,H,3.3,3.0,1.0,2.0,442.0,14887.0,South Yarra,Osborne,18/03/2017
920000.0,S,U,3.3,2.0,2.0,0.0,0.0,14887.0,South Yarra,Toorak,18/03/2017
400000.0,S,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Caroline,18/06/2016
1810000.0,S,H,3.3,3.0,1.0,1.0,211.0,14887.0,South Yarra,Grosvenor,18/06/2016
612000.0,S,U,3.3,1.0,1.0,1.0,607.0,14887.0,South Yarra,The,18/06/2016
567500.0,S,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Walsh,19/11/2016
540000.0,S,U,3.3,1.0,1.0,1.0,480.0,14887.0,South Yarra,Arnold,22/05/2016
803000.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Murphy,22/05/2016
2010000.0,VB,T,3.3,3.0,2.0,1.0,163.0,14887.0,South Yarra,Nicholson,22/05/2016
1945000.0,S,H,3.3,3.0,2.0,1.0,194.0,14887.0,South Yarra,Powell,22/05/2016
906000.0,S,H,3.3,3.0,1.0,0.0,154.0,14887.0,South Yarra,Ralston,22/05/2016
367000.0,S,U,3.3,1.0,1.0,0.0,0.0,14887.0,South Yarra,Toorak,22/05/2016
1130000.0,S,H,3.3,2.0,1.0,1.0,132.0,14887.0,South Yarra,Hardy,22/08/2016
500000.0,VB,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Rockley,22/08/2016
310000.0,SP,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Punt,23/04/2016
1100000.0,VB,H,3.3,2.0,1.0,0.0,176.0,14887.0,South Yarra,Cliff,24/09/2016
410000.0,S,U,3.3,1.0,1.0,0.0,0.0,14887.0,South Yarra,Cromwell,24/09/2016
1125000.0,PI,H,3.3,3.0,1.0,0.0,146.0,14887.0,South Yarra,Moore,24/09/2016
840000.0,S,U,3.3,2.0,2.0,1.0,0.0,14887.0,South Yarra,Chapel,25/02/2017
1400000.0,VB,H,3.3,3.0,2.0,2.0,0.0,14887.0,South Yarra,Cromwell,25/02/2017
635000.0,S,U,3.3,2.0,1.0,1.0,855.0,14887.0,South Yarra,Gordon,25/02/2017
680500.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Murphy,25/02/2017
1800000.0,VB,H,3.3,3.0,2.0,3.0,510.0,14887.0,South Yarra,Punt,25/02/2017
280000.0,PI,U,3.3,1.0,1.0,0.0,0.0,14887.0,South Yarra,Stables,25/02/2017
613000.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Kensington,26/07/2016
520000.0,SP,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Punt,26/07/2016
827000.0,S,U,3.3,2.0,2.0,2.0,17200.0,14887.0,South Yarra,River,26/07/2016
510000.0,SP,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Chapel,27/06/2016
1200000.0,PI,H,3.3,2.0,1.0,0.0,176.0,14887.0,South Yarra,Cliff,27/06/2016
480000.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Gordon,27/06/2016
660000.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Williams,27/06/2016
470000.0,VB,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Cromwell,27/11/2016
621500.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Domain,27/11/2016
2667000.0,S,H,3.3,4.0,3.0,2.0,446.0,14887.0,South Yarra,Motherwell,27/11/2016
2200000.0,PI,H,3.3,3.0,2.0,0.0,358.0,14887.0,South Yarra,Oban,27/11/2016
1700000.0,S,H,3.3,3.0,1.0,1.0,178.0,14887.0,South Yarra,Toorak,27/11/2016
1056800.0,S,H,3.3,3.0,2.0,1.0,90.0,14887.0,South Yarra,Alexandra,28/05/2016
2400000.0,PI,H,3.3,3.0,2.0,1.0,350.0,14887.0,South Yarra,Fawkner,28/05/2016
410000.0,S,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Gordon,28/05/2016
260800.0,S,U,3.3,1.0,1.0,0.0,0.0,14887.0,South Yarra,Punt,28/05/2016
1200000.0,S,H,3.3,2.0,1.0,1.0,163.0,14887.0,South Yarra,Tyrone,28/05/2016
1540000.0,S,H,3.3,3.0,2.0,1.0,149.0,14887.0,South Yarra,Tyrone,28/05/2016
826000.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Domain,28/08/2016
910000.0,S,U,3.3,2.0,0.0,0.0,0.0,14887.0,South Yarra,Tivoli,28/08/2016
1715000.0,S,T,3.3,3.0,2.0,2.0,0.0,14887.0,South Yarra,Walsh,28/08/2016
1700000.0,SP,H,3.3,3.0,2.0,1.0,181.0,14887.0,South Yarra,Witchwood,28/08/2016
505000.0,S,U,3.3,2.0,1.0,1.0,0.0,14887.0,South Yarra,Barnsbury,30/07/2016
330000.0,PI,U,3.3,1.0,1.0,1.0,0.0,14887.0,South Yarra,Clara,30/07/2016
687000.0,S,U,3.3,1.0,1.0,2.0,0.0,14887.0,South Yarra,Darling,30/07/2016
720000.0,S,U,1.2,3.0,1.0,1.0,0.0,8400.0,Southbank,Southbank,3/09/2016
385500.0,S,U,1.2,1.0,1.0,1.0,1826.0,8400.0,Southbank,Dorcas,4/03/2017
868000.0,SP,U,1.2,3.0,2.0,1.0,0.0,8400.0,Southbank,Dodds,4/06/2016
590000.0,S,U,1.2,2.0,1.0,1.0,0.0,8400.0,Southbank,Kavanagh,4/06/2016
530000.0,VB,U,1.2,2.0,1.0,1.0,0.0,8400.0,Southbank,Kavanagh,4/06/2016
650000.0,VB,U,1.2,2.0,2.0,1.0,0.0,8400.0,Southbank,Whiteman,6/08/2016
990000.0,S,U,1.2,4.0,3.0,1.0,0.0,8400.0,Southbank,Dodds,7/05/2016
623000.0,S,U,1.2,2.0,1.0,1.0,0.0,8400.0,Southbank,Dodds,7/05/2016
592500.0,S,U,1.2,2.0,2.0,1.0,0.0,8400.0,Southbank,Kavanagh,7/05/2016
600000.0,S,U,1.2,2.0,2.0,1.0,0.0,8400.0,Southbank,Wells,7/11/2016
485000.0,PI,U,1.2,2.0,1.0,1.0,2121.0,8400.0,Southbank,Coventry,10/09/2016
455000.0,S,U,1.2,1.0,1.0,0.0,760.0,8400.0,Southbank,Kavanagh,11/02/2017
569000.0,S,U,1.2,2.0,2.0,1.0,3878.0,8400.0,Southbank,Sturt,11/03/2017
1220000.0,S,H,1.2,3.0,1.0,1.0,0.0,8400.0,Southbank,Coventry,12/11/2016
1250000.0,S,U,1.2,4.0,3.0,1.0,0.0,8400.0,Southbank,Dodds,12/11/2016
430000.0,PI,U,1.2,2.0,2.0,0.0,2295.0,8400.0,Southbank,Kavanagh,12/11/2016
480000.0,VB,U,1.2,1.0,1.0,1.0,3878.0,8400.0,Southbank,Sturt,14/05/2016
425000.0,VB,U,1.2,1.0,1.0,1.0,0.0,8400.0,Southbank,City,16/04/2016
815000.0,SP,H,1.2,2.0,1.0,0.0,0.0,8400.0,Southbank,Gladstone,16/07/2016
740000.0,VB,U,1.2,3.0,2.0,1.0,0.0,8400.0,Southbank,Wells,16/07/2016
580000.0,VB,U,1.2,2.0,1.0,1.0,0.0,8400.0,Southbank,Kavanagh,18/03/2017
700000.0,VB,H,1.2,3.0,1.0,0.0,199.0,8400.0,Southbank,Montague,18/06/2016
660000.0,S,U,1.2,2.0,1.0,1.0,0.0,8400.0,Southbank,Coventry,19/11/2016
622500.0,S,U,1.2,2.0,2.0,1.0,2955.0,8400.0,Southbank,Coventry,22/05/2016
690000.0,S,U,1.2,2.0,3.0,1.0,0.0,8400.0,Southbank,Coventry,23/04/2016
800000.0,PI,U,1.2,2.0,2.0,2.0,0.0,8400.0,Southbank,Power,24/09/2016
540000.0,S,U,1.2,2.0,2.0,1.0,0.0,8400.0,Southbank,Riverside,24/09/2016
370000.0,VB,U,1.2,1.0,1.0,1.0,546.0,8400.0,Southbank,City,30/07/2016
720000.0,VB,U,1.2,3.0,2.0,1.0,0.0,8400.0,Southbank,Wells,30/07/2016
1040000.0,S,H,7.7,3.0,1.0,3.0,690.0,1223.0,Spotswood,The,3/09/2016
855000.0,S,H,7.7,3.0,1.0,1.0,326.0,1223.0,Spotswood,Raleigh,6/08/2016
832500.0,S,H,7.7,2.0,1.0,2.0,562.0,1223.0,Spotswood,McNeilage,7/05/2016
850000.0,S,H,7.7,2.0,1.0,2.0,502.0,1223.0,Spotswood,Vernier,8/10/2016
1080000.0,S,H,7.7,3.0,1.0,2.0,472.0,1223.0,Spotswood,Hudsons,10/09/2016
1170000.0,VB,H,7.7,4.0,2.0,2.0,489.0,1223.0,Spotswood,Watt,10/12/2016
927000.0,S,H,7.7,3.0,1.0,0.0,274.0,1223.0,Spotswood,Forrest,12/06/2016
850000.0,VB,H,7.7,4.0,2.0,0.0,389.0,1223.0,Spotswood,Hope,12/11/2016
831000.0,S,H,7.7,3.0,1.0,0.0,353.0,1223.0,Spotswood,Robb,16/04/2016
